,Season,Wk,Team,Points Scored,Opponent,Points Allowed,DateTime,Win
0,2014,1,South Carolina,28,Texas A&M,52,2014-08-28 18:00:00,False
1,2014,1,Texas A&M,52,South Carolina,28,2014-08-28 18:00:00,True
2,2014,1,Akron,41,Howard,0,2014-08-28 19:00:00,True
3,2014,1,Presbyterian,3,Northern Illinois,55,2014-08-28 19:00:00,False
4,2014,1,Eastern Illinois,20,Minnesota,42,2014-08-28 19:00:00,False
5,2014,1,Chattanooga,16,Central Michigan,20,2014-08-28 19:00:00,False
6,2014,1,Northern Illinois,55,Presbyterian,3,2014-08-28 19:00:00,True
7,2014,1,Howard,0,Akron,41,2014-08-28 19:00:00,False
8,2014,1,Central Michigan,20,Chattanooga,16,2014-08-28 19:00:00,True
9,2014,1,Minnesota,42,Eastern Illinois,20,2014-08-28 19:00:00,True
10,2014,1,Wake Forest,10,Louisiana-Monroe,17,2014-08-28 19:02:00,False
11,2014,1,Louisiana-Monroe,17,Wake Forest,10,2014-08-28 19:02:00,True
12,2014,1,Idaho State,14,Utah,56,2014-08-28 19:30:00,False
13,2014,1,Utah,56,Idaho State,14,2014-08-28 19:30:00,True
14,2014,1,Tulane,31,Tulsa,38,2014-08-28 20:00:00,False
15,2014,1,Mississippi,35,Boise State,13,2014-08-28 20:00:00,True
16,2014,1,Tulsa,38,Tulane,31,2014-08-28 20:00:00,True
17,2014,1,Cal Poly,10,New Mexico State,28,2014-08-28 20:00:00,False
18,2014,1,Boise State,13,Mississippi,35,2014-08-28 20:00:00,False
19,2014,1,New Mexico State,28,Cal Poly,10,2014-08-28 20:00:00,True
20,2014,1,North Dakota,10,San Jose State,42,2014-08-28 22:00:00,False
21,2014,1,Washington State,38,Rutgers,41,2014-08-28 22:00:00,False
22,2014,1,Rutgers,41,Washington State,38,2014-08-28 22:00:00,True
23,2014,1,San Jose State,42,North Dakota,10,2014-08-28 22:00:00,True
24,2014,1,Arizona State,45,Weber State,14,2014-08-28 22:30:00,True
25,2014,1,Weber State,14,Arizona State,45,2014-08-28 22:30:00,False
26,2014,1,Vanderbilt,7,Temple,37,2014-08-28 22:50:00,False
27,2014,1,Temple,37,Vanderbilt,7,2014-08-28 22:50:00,True
28,2014,1,Brigham Young,35,Connecticut,10,2014-08-29 19:00:00,True
29,2014,1,Connecticut,10,Brigham Young,35,2014-08-29 19:00:00,False
30,2014,1,Western Kentucky,59,Bowling Green,31,2014-08-29 19:30:00,True
31,2014,1,Syracuse,27,Villanova,26,2014-08-29 19:30:00,True
32,2014,1,Michigan State,45,Jacksonville State,7,2014-08-29 19:30:00,True
33,2014,1,Jacksonville State,7,Michigan State,45,2014-08-29 19:30:00,False
34,2014,1,Bowling Green,31,Western Kentucky,59,2014-08-29 19:30:00,False
35,2014,1,Villanova,26,Syracuse,27,2014-08-29 19:30:00,False
36,2014,1,Texas-San Antonio,27,Houston,7,2014-08-29 21:00:00,True
37,2014,1,Colorado State,31,Colorado,17,2014-08-29 21:00:00,True
38,2014,1,Colorado,17,Colorado State,31,2014-08-29 21:00:00,False
39,2014,1,Houston,7,Texas-San Antonio,27,2014-08-29 21:00:00,False
40,2014,1,Nevada-Las Vegas,13,Arizona,58,2014-08-29 22:30:00,False
41,2014,1,Arizona,58,Nevada-Las Vegas,13,2014-08-29 22:30:00,True
42,2014,1,Penn State,26,Central Florida,24,2014-08-30 08:30:00,True
43,2014,1,Central Florida,24,Penn State,26,2014-08-30 08:30:00,False
44,2014,1,Purdue,43,Western Michigan,34,2014-08-30 12:00:00,True
45,2014,1,UCLA,28,Virginia,20,2014-08-30 12:00:00,True
46,2014,1,Youngstown State,17,Illinois,28,2014-08-30 12:00:00,False
47,2014,1,Indiana State,10,Indiana,28,2014-08-30 12:00:00,False
48,2014,1,Northern Iowa,23,Iowa,31,2014-08-30 12:00:00,False
49,2014,1,Tennessee-Martin,14,Kentucky,59,2014-08-30 12:00:00,False
50,2014,1,Troy,10,Alabama-Birmingham,48,2014-08-30 12:00:00,False
51,2014,1,Navy,17,Ohio State,34,2014-08-30 12:00:00,False
52,2014,1,Delaware,0,Pittsburgh,62,2014-08-30 12:00:00,False
53,2014,1,Western Michigan,34,Purdue,43,2014-08-30 12:00:00,False
54,2014,1,Virginia,20,UCLA,28,2014-08-30 12:00:00,False
55,2014,1,Pittsburgh,62,Delaware,0,2014-08-30 12:00:00,True
56,2014,1,Appalachian State,14,Michigan,52,2014-08-30 12:00:00,False
57,2014,1,Iowa State,14,North Dakota State,34,2014-08-30 12:00:00,False
58,2014,1,Alabama-Birmingham,48,Troy,10,2014-08-30 12:00:00,True
59,2014,1,Iowa,31,Northern Iowa,23,2014-08-30 12:00:00,True
60,2014,1,Illinois,28,Youngstown State,17,2014-08-30 12:00:00,True
61,2014,1,Ohio State,34,Navy,17,2014-08-30 12:00:00,True
62,2014,1,North Dakota State,34,Iowa State,14,2014-08-30 12:00:00,True
63,2014,1,Indiana,28,Indiana State,10,2014-08-30 12:00:00,True
64,2014,1,Kentucky,59,Tennessee-Martin,14,2014-08-30 12:00:00,True
65,2014,1,Michigan,52,Appalachian State,14,2014-08-30 12:00:00,True
66,2014,1,Georgia Tech,38,Wofford,19,2014-08-30 12:30:00,True
67,2014,1,Wofford,19,Georgia Tech,38,2014-08-30 12:30:00,False
68,2014,1,Georgia Southern,23,North Carolina State,24,2014-08-30 12:30:00,False
69,2014,1,North Carolina State,24,Georgia Southern,23,2014-08-30 12:30:00,True
70,2014,1,Ball State,30,Colgate,10,2014-08-30 14:00:00,True
71,2014,1,Nicholls State,16,Air Force,44,2014-08-30 14:00:00,False
72,2014,1,Air Force,44,Nicholls State,16,2014-08-30 14:00:00,True
73,2014,1,Colgate,10,Ball State,30,2014-08-30 14:00:00,False
74,2014,1,Nevada,28,Southern Utah,19,2014-08-30 15:00:00,True
75,2014,1,Massachusetts,7,Boston College,30,2014-08-30 15:00:00,False
76,2014,1,Southern Utah,19,Nevada,28,2014-08-30 15:00:00,False
77,2014,1,Boston College,30,Massachusetts,7,2014-08-30 15:00:00,True
78,2014,1,Florida Atlantic,7,Nebraska,55,2014-08-30 15:30:00,False
79,2014,1,South Dakota State,18,Missouri,38,2014-08-30 15:30:00,False
80,2014,1,Hampton,28,Old Dominion,41,2014-08-30 15:30:00,False
81,2014,1,Buffalo,38,Duquesne,28,2014-08-30 15:30:00,True
82,2014,1,James Madison,7,Maryland,52,2014-08-30 15:30:00,False
83,2014,1,Miami (OH),27,Marshall,42,2014-08-30 15:30:00,False
84,2014,1,Northwestern,24,California,31,2014-08-30 15:30:00,False
85,2014,1,California,31,Northwestern,24,2014-08-30 15:30:00,True
86,2014,1,West Virginia,23,Alabama,33,2014-08-30 15:30:00,False
87,2014,1,Old Dominion,41,Hampton,28,2014-08-30 15:30:00,True
88,2014,1,Notre Dame,48,Rice,17,2014-08-30 15:30:00,True
89,2014,1,Marshall,42,Miami (OH),27,2014-08-30 15:30:00,True
90,2014,1,Maryland,52,James Madison,7,2014-08-30 15:30:00,True
91,2014,1,Alabama,33,West Virginia,23,2014-08-30 15:30:00,True
92,2014,1,Missouri,38,South Dakota State,18,2014-08-30 15:30:00,True
93,2014,1,Nebraska,55,Florida Atlantic,7,2014-08-30 15:30:00,True
94,2014,1,Duquesne,28,Buffalo,38,2014-08-30 15:30:00,False
95,2014,1,Rice,17,Notre Dame,48,2014-08-30 15:30:00,False
96,2014,1,Montana,12,Wyoming,17,2014-08-30 16:00:00,False
97,2014,1,William & Mary,9,Virginia Tech,34,2014-08-30 16:00:00,False
98,2014,1,Arkansas,21,Auburn,45,2014-08-30 16:00:00,False
99,2014,1,California-Davis,0,Stanford,45,2014-08-30 16:00:00,False
100,2014,1,Portland State,14,Oregon State,29,2014-08-30 16:00:00,False
101,2014,1,Stanford,45,California-Davis,0,2014-08-30 16:00:00,True
102,2014,1,Oregon State,29,Portland State,14,2014-08-30 16:00:00,True
103,2014,1,Auburn,45,Arkansas,21,2014-08-30 16:00:00,True
104,2014,1,Virginia Tech,34,William & Mary,9,2014-08-30 16:00:00,True
105,2014,1,Wyoming,17,Montana,12,2014-08-30 16:00:00,True
106,2014,1,Clemson,21,Georgia,45,2014-08-30 17:30:00,False
107,2014,1,Georgia,45,Clemson,21,2014-08-30 17:30:00,True
108,2014,1,Liberty,29,North Carolina,56,2014-08-30 18:00:00,False
109,2014,1,Ohio,17,Kent State,14,2014-08-30 18:00:00,True
110,2014,1,Eastern Michigan,31,Morgan State,28,2014-08-30 18:00:00,True
111,2014,1,Kent State,14,Ohio,17,2014-08-30 18:00:00,False
112,2014,1,Morgan State,28,Eastern Michigan,31,2014-08-30 18:00:00,False
113,2014,1,North Carolina,56,Liberty,29,2014-08-30 18:00:00,True
114,2014,1,Arkansas State,37,Montana State,10,2014-08-30 19:00:00,True
115,2014,1,Montana State,10,Arkansas State,37,2014-08-30 19:00:00,False
116,2014,1,Texas State,65,Arkansas-Pine Bluff,0,2014-08-30 19:00:00,True
117,2014,1,Louisiana,45,Southern,6,2014-08-30 19:00:00,True
118,2014,1,Texas Christian,48,Samford,14,2014-08-30 19:00:00,True
119,2014,1,Texas Tech,42,Central Arkansas,35,2014-08-30 19:00:00,True
120,2014,1,Middle Tennessee State,61,Savannah State,7,2014-08-30 19:00:00,True
121,2014,1,South Florida,36,Western Carolina,31,2014-08-30 19:00:00,True
122,2014,1,Memphis,63,Austin Peay,0,2014-08-30 19:00:00,True
123,2014,1,San Diego State,38,Northern Arizona,7,2014-08-30 19:00:00,True
124,2014,1,Austin Peay,0,Memphis,63,2014-08-30 19:00:00,False
125,2014,1,Central Arkansas,35,Texas Tech,42,2014-08-30 19:00:00,False
126,2014,1,Arkansas-Pine Bluff,0,Texas State,65,2014-08-30 19:00:00,False
127,2014,1,Louisiana Tech,16,Oklahoma,48,2014-08-30 19:00:00,False
128,2014,1,Samford,14,Texas Christian,48,2014-08-30 19:00:00,False
129,2014,1,Savannah State,7,Middle Tennessee State,61,2014-08-30 19:00:00,False
130,2014,1,Southern,6,Louisiana,45,2014-08-30 19:00:00,False
131,2014,1,Western Carolina,31,South Florida,36,2014-08-30 19:00:00,False
132,2014,1,Northern Arizona,7,San Diego State,38,2014-08-30 19:00:00,False
133,2014,1,Oklahoma,48,Louisiana Tech,16,2014-08-30 19:00:00,True
134,2014,1,Stephen F. Austin,16,Kansas State,55,2014-08-30 19:10:00,False
135,2014,1,Kansas State,55,Stephen F. Austin,16,2014-08-30 19:10:00,True
136,2014,1,Southern Mississippi,0,Mississippi State,49,2014-08-30 19:30:00,False
137,2014,1,Southern California,52,Fresno State,13,2014-08-30 19:30:00,True
138,2014,1,Mississippi State,49,Southern Mississippi,0,2014-08-30 19:30:00,True
139,2014,1,Fresno State,13,Southern California,52,2014-08-30 19:30:00,False
140,2014,1,East Carolina,52,North Carolina Central,7,2014-08-30 20:00:00,True
141,2014,1,Texas-El Paso,31,New Mexico,24,2014-08-30 20:00:00,True
142,2014,1,Oklahoma State,31,Florida State,37,2014-08-30 20:00:00,False
143,2014,1,New Mexico,24,Texas-El Paso,31,2014-08-30 20:00:00,False
144,2014,1,North Texas,7,Texas,38,2014-08-30 20:00:00,False
145,2014,1,Florida State,37,Oklahoma State,31,2014-08-30 20:00:00,True
146,2014,1,Texas,38,North Texas,7,2014-08-30 20:00:00,True
147,2014,1,North Carolina Central,7,East Carolina,52,2014-08-30 20:00:00,False
148,2014,1,Louisiana State,28,Wisconsin,24,2014-08-30 21:15:00,True
149,2014,1,Wisconsin,24,Louisiana State,28,2014-08-30 21:15:00,False
150,2014,1,Hawaii,16,Washington,17,2014-08-30 22:30:00,False
151,2014,1,South Dakota,13,Oregon,62,2014-08-30 22:30:00,False
152,2014,1,Oregon,62,South Dakota,13,2014-08-30 22:30:00,True
153,2014,1,Washington,17,Hawaii,16,2014-08-30 22:30:00,True
154,2014,1,Tennessee,38,Utah State,7,2014-08-31 19:00:00,True
155,2014,1,Utah State,7,Tennessee,38,2014-08-31 19:00:00,False
156,2014,1,Louisville,31,Miami (FL),13,2014-09-01 20:00:00,True
157,2014,1,Miami (FL),13,Louisville,31,2014-09-01 20:00:00,False
158,2014,2,Arizona,26,Texas-San Antonio,23,2014-09-04 20:00:00,True
159,2014,2,Texas-San Antonio,23,Arizona,26,2014-09-04 20:00:00,False
160,2014,2,Boston College,20,Pittsburgh,30,2014-09-05 19:00:00,False
161,2014,2,Pittsburgh,30,Boston College,20,2014-09-05 19:00:00,True
162,2014,2,Washington State,13,Nevada,24,2014-09-05 22:30:00,False
163,2014,2,Nevada,24,Washington State,13,2014-09-05 22:30:00,True
164,2014,2,Western Illinois,3,Wisconsin,37,2014-09-06 12:00:00,False
165,2014,2,McNeese State,24,Nebraska,31,2014-09-06 12:00:00,False
166,2014,2,Oklahoma,52,Tulsa,7,2014-09-06 12:00:00,True
167,2014,2,Western Kentucky,34,Illinois,42,2014-09-06 12:00:00,False
168,2014,2,Illinois,42,Western Kentucky,34,2014-09-06 12:00:00,True
169,2014,2,Connecticut,19,Stony Brook,16,2014-09-06 12:00:00,True
170,2014,2,Arkansas State,19,Tennessee,34,2014-09-06 12:00:00,False
171,2014,2,Tulsa,7,Oklahoma,52,2014-09-06 12:00:00,False
172,2014,2,Akron,3,Penn State,21,2014-09-06 12:00:00,False
173,2014,2,Stony Brook,16,Connecticut,19,2014-09-06 12:00:00,False
174,2014,2,Nebraska,31,McNeese State,24,2014-09-06 12:00:00,True
175,2014,2,Kansas State,32,Iowa State,28,2014-09-06 12:00:00,True
176,2014,2,Howard,25,Rutgers,38,2014-09-06 12:00:00,False
177,2014,2,Central Michigan,38,Purdue,17,2014-09-06 12:00:00,True
178,2014,2,Wisconsin,37,Western Illinois,3,2014-09-06 12:00:00,True
179,2014,2,Purdue,17,Central Michigan,38,2014-09-06 12:00:00,False
180,2014,2,Alabama,41,Florida Atlantic,0,2014-09-06 12:00:00,True
181,2014,2,Buffalo,39,Army,47,2014-09-06 12:00:00,False
182,2014,2,Army,47,Buffalo,39,2014-09-06 12:00:00,True
183,2014,2,Iowa State,28,Kansas State,32,2014-09-06 12:00:00,False
184,2014,2,Tennessee,34,Arkansas State,19,2014-09-06 12:00:00,True
185,2014,2,Florida Atlantic,0,Alabama,41,2014-09-06 12:00:00,False
186,2014,2,Rutgers,38,Howard,25,2014-09-06 12:00:00,True
187,2014,2,Penn State,21,Akron,3,2014-09-06 12:00:00,True
188,2014,2,South Carolina State,7,Clemson,73,2014-09-06 12:30:00,False
189,2014,2,Clemson,73,South Carolina State,7,2014-09-06 12:30:00,True
190,2014,2,Temple,24,Navy,31,2014-09-06 13:00:00,False
191,2014,2,Navy,31,Temple,24,2014-09-06 13:00:00,True
192,2014,2,South Alabama,23,Kent State,13,2014-09-06 14:00:00,True
193,2014,2,Kent State,13,South Alabama,23,2014-09-06 14:00:00,False
194,2014,2,Alabama-Birmingham,34,Mississippi State,47,2014-09-06 14:00:00,False
195,2014,2,New Mexico State,34,Georgia State,31,2014-09-06 14:00:00,True
196,2014,2,Mississippi State,47,Alabama-Birmingham,34,2014-09-06 14:00:00,True
197,2014,2,Georgia State,31,New Mexico State,34,2014-09-06 14:00:00,False
198,2014,2,Sacramento State,14,California,55,2014-09-06 15:00:00,False
199,2014,2,Massachusetts,38,Colorado,41,2014-09-06 15:00:00,False
200,2014,2,Washington,59,Eastern Washington,52,2014-09-06 15:00:00,True
201,2014,2,Utah,59,Fresno State,27,2014-09-06 15:00:00,True
202,2014,2,California,55,Sacramento State,14,2014-09-06 15:00:00,True
203,2014,2,Fresno State,27,Utah,59,2014-09-06 15:00:00,False
204,2014,2,Colorado,41,Massachusetts,38,2014-09-06 15:00:00,True
205,2014,2,Eastern Washington,52,Washington,59,2014-09-06 15:00:00,False
206,2014,2,Minnesota,35,Middle Tennessee State,24,2014-09-06 15:30:00,True
207,2014,2,Miami (OH),10,Eastern Kentucky,17,2014-09-06 15:30:00,False
208,2014,2,Virginia Military Institute,7,Bowling Green,48,2014-09-06 15:30:00,False
209,2014,2,Ball State,13,Iowa,17,2014-09-06 15:30:00,False
210,2014,2,Southern California,13,Stanford,10,2014-09-06 15:30:00,True
211,2014,2,Ohio,3,Kentucky,20,2014-09-06 15:30:00,False
212,2014,2,Bowling Green,48,Virginia Military Institute,7,2014-09-06 15:30:00,True
213,2014,2,Eastern Kentucky,17,Miami (OH),10,2014-09-06 15:30:00,True
214,2014,2,Middle Tennessee State,24,Minnesota,35,2014-09-06 15:30:00,False
215,2014,2,South Florida,17,Maryland,24,2014-09-06 15:30:00,False
216,2014,2,Maryland,24,South Florida,17,2014-09-06 15:30:00,True
217,2014,2,Oklahoma State,40,Missouri State,23,2014-09-06 15:30:00,True
218,2014,2,Stanford,10,Southern California,13,2014-09-06 15:30:00,False
219,2014,2,Kentucky,20,Ohio,3,2014-09-06 15:30:00,True
220,2014,2,Northwestern,15,Northern Illinois,23,2014-09-06 15:30:00,False
221,2014,2,Missouri State,23,Oklahoma State,40,2014-09-06 15:30:00,False
222,2014,2,Northern Illinois,23,Northwestern,15,2014-09-06 15:30:00,True
223,2014,2,Iowa,17,Ball State,13,2014-09-06 15:30:00,True
224,2014,2,Eastern Michigan,0,Florida,65,2014-09-06 16:00:00,False
225,2014,2,Tulane,21,Georgia Tech,38,2014-09-06 16:00:00,False
226,2014,2,Florida,65,Eastern Michigan,0,2014-09-06 16:00:00,True
227,2014,2,Arkansas,73,Nicholls State,7,2014-09-06 16:00:00,True
228,2014,2,Nicholls State,7,Arkansas,73,2014-09-06 16:00:00,False
229,2014,2,Georgia Tech,38,Tulane,21,2014-09-06 16:00:00,True
230,2014,2,Mississippi,41,Vanderbilt,3,2014-09-06 16:30:00,True
231,2014,2,Vanderbilt,3,Mississippi,41,2014-09-06 16:30:00,False
232,2014,2,Campbell,0,Appalachian State,66,2014-09-06 18:00:00,False
233,2014,2,Appalachian State,66,Campbell,0,2014-09-06 18:00:00,True
234,2014,2,Old Dominion,34,North Carolina State,46,2014-09-06 18:00:00,False
235,2014,2,Savannah State,9,Georgia Southern,83,2014-09-06 18:00:00,False
236,2014,2,Georgia Southern,83,Savannah State,9,2014-09-06 18:00:00,True
237,2014,2,Wagner,3,Florida International,34,2014-09-06 18:00:00,False
238,2014,2,North Carolina State,46,Old Dominion,34,2014-09-06 18:00:00,True
239,2014,2,Florida International,34,Wagner,3,2014-09-06 18:00:00,True
240,2014,2,Gardner-Webb,7,Wake Forest,23,2014-09-06 18:30:00,False
241,2014,2,Wake Forest,23,Gardner-Webb,7,2014-09-06 18:30:00,True
242,2014,2,Oregon,46,Michigan State,27,2014-09-06 18:30:00,True
243,2014,2,Michigan State,27,Oregon,46,2014-09-06 18:30:00,False
244,2014,2,Miami (FL),41,Florida A&M,7,2014-09-06 19:00:00,True
245,2014,2,Louisiana Tech,48,Louisiana,20,2014-09-06 19:00:00,True
246,2014,2,East Carolina,23,South Carolina,33,2014-09-06 19:00:00,False
247,2014,2,South Carolina,33,East Carolina,23,2014-09-06 19:00:00,True
248,2014,2,Arizona State,58,New Mexico,23,2014-09-06 19:00:00,True
249,2014,2,Alcorn State,20,Southern Mississippi,26,2014-09-06 19:00:00,False
250,2014,2,Kansas,34,Southeast Missouri State,28,2014-09-06 19:00:00,True
251,2014,2,Troy,17,Duke,34,2014-09-06 19:00:00,False
252,2014,2,Florida A&M,7,Miami (FL),41,2014-09-06 19:00:00,False
253,2014,2,Louisville,66,Murray State,21,2014-09-06 19:00:00,True
254,2014,2,Southern Mississippi,26,Alcorn State,20,2014-09-06 19:00:00,True
255,2014,2,Idaho,31,Louisiana-Monroe,38,2014-09-06 19:00:00,False
256,2014,2,Louisiana,20,Louisiana Tech,48,2014-09-06 19:00:00,False
257,2014,2,New Mexico,23,Arizona State,58,2014-09-06 19:00:00,False
258,2014,2,Southeast Missouri State,28,Kansas,34,2014-09-06 19:00:00,False
259,2014,2,San Jose State,13,Auburn,59,2014-09-06 19:00:00,False
260,2014,2,Duke,34,Troy,17,2014-09-06 19:00:00,True
261,2014,2,Auburn,59,San Jose State,13,2014-09-06 19:00:00,True
262,2014,2,Murray State,21,Louisville,66,2014-09-06 19:00:00,False
263,2014,2,Louisiana-Monroe,38,Idaho,31,2014-09-06 19:00:00,True
264,2014,2,Notre Dame,31,Michigan,0,2014-09-06 19:30:00,True
265,2014,2,Florida State,37,Citadel,12,2014-09-06 19:30:00,True
266,2014,2,Louisiana State,56,Sam Houston,0,2014-09-06 19:30:00,True
267,2014,2,Towson,0,West Virginia,54,2014-09-06 19:30:00,False
268,2014,2,Citadel,12,Florida State,37,2014-09-06 19:30:00,False
269,2014,2,Brigham Young,41,Texas,7,2014-09-06 19:30:00,True
270,2014,2,Michigan,0,Notre Dame,31,2014-09-06 19:30:00,False
271,2014,2,Texas,7,Brigham Young,41,2014-09-06 19:30:00,False
272,2014,2,West Virginia,54,Towson,0,2014-09-06 19:30:00,True
273,2014,2,Rhode Island,7,Marshall,48,2014-09-06 19:30:00,False
274,2014,2,Marshall,48,Rhode Island,7,2014-09-06 19:30:00,True
275,2014,2,Sam Houston,0,Louisiana State,56,2014-09-06 19:30:00,False
276,2014,2,Baylor,70,Northwestern State,6,2014-09-06 19:45:00,True
277,2014,2,Northwestern State,6,Baylor,70,2014-09-06 19:45:00,False
278,2014,2,Grambling State,0,Houston,47,2014-09-06 20:00:00,False
279,2014,2,North Carolina,31,San Diego State,27,2014-09-06 20:00:00,True
280,2014,2,Houston,47,Grambling State,0,2014-09-06 20:00:00,True
281,2014,2,Virginia Tech,35,Ohio State,21,2014-09-06 20:00:00,True
282,2014,2,San Diego State,27,North Carolina,31,2014-09-06 20:00:00,False
283,2014,2,Utah State,40,Idaho State,20,2014-09-06 20:00:00,True
284,2014,2,Ohio State,21,Virginia Tech,35,2014-09-06 20:00:00,False
285,2014,2,Idaho State,20,Utah State,40,2014-09-06 20:00:00,False
286,2014,2,Texas A&M,73,Lamar,3,2014-09-06 21:40:00,True
287,2014,2,Lamar,3,Texas A&M,73,2014-09-06 21:40:00,False
288,2014,2,Memphis,35,UCLA,42,2014-09-06 22:00:00,False
289,2014,2,Northern Colorado,12,Nevada-Las Vegas,13,2014-09-06 22:00:00,False
290,2014,2,Nevada-Las Vegas,13,Northern Colorado,12,2014-09-06 22:00:00,True
291,2014,2,UCLA,42,Memphis,35,2014-09-06 22:00:00,True
292,2014,2,Wyoming,17,Air Force,13,2014-09-06 22:15:00,True
293,2014,2,Boise State,37,Colorado State,24,2014-09-06 22:15:00,True
294,2014,2,Colorado State,24,Boise State,37,2014-09-06 22:15:00,False
295,2014,2,Air Force,13,Wyoming,17,2014-09-06 22:15:00,False
296,2014,2,Oregon State,38,Hawaii,30,2014-09-06 22:30:00,True
297,2014,2,Hawaii,30,Oregon State,38,2014-09-06 22:30:00,False
298,2014,2,Texas Tech,30,Texas-El Paso,26,2014-09-06 23:00:00,True
299,2014,2,Texas-El Paso,26,Texas Tech,30,2014-09-06 23:00:00,False
300,2014,3,Louisiana Tech,42,North Texas,21,2014-09-11 20:00:00,True
301,2014,3,North Texas,21,Louisiana Tech,42,2014-09-11 20:00:00,False
302,2014,3,Houston,25,Brigham Young,33,2014-09-11 21:00:00,False
303,2014,3,Brigham Young,33,Houston,25,2014-09-11 21:00:00,True
304,2014,3,Toledo,34,Cincinnati,58,2014-09-12 19:00:00,False
305,2014,3,Cincinnati,58,Toledo,34,2014-09-12 19:00:00,True
306,2014,3,Buffalo,21,Baylor,63,2014-09-12 20:00:00,False
307,2014,3,Baylor,63,Buffalo,21,2014-09-12 20:00:00,True
308,2014,3,Boise State,38,Connecticut,21,2014-09-13 12:00:00,True
309,2014,3,Massachusetts,31,Vanderbilt,34,2014-09-13 12:00:00,False
310,2014,3,Central Michigan,3,Syracuse,40,2014-09-13 12:00:00,False
311,2014,3,Florida International,25,Pittsburgh,42,2014-09-13 12:00:00,False
312,2014,3,Kent State,0,Ohio State,66,2014-09-13 12:00:00,False
313,2014,3,Central Florida,10,Missouri,38,2014-09-13 12:00:00,False
314,2014,3,Georgia Southern,38,Georgia Tech,42,2014-09-13 12:00:00,False
315,2014,3,Virginia Tech,21,East Carolina,28,2014-09-13 12:00:00,False
316,2014,3,West Virginia,40,Maryland,37,2014-09-13 12:00:00,True
317,2014,3,Indiana,42,Bowling Green,45,2014-09-13 12:00:00,False
318,2014,3,Bowling Green,45,Indiana,42,2014-09-13 12:00:00,True
319,2014,3,Connecticut,21,Boise State,38,2014-09-13 12:00:00,False
320,2014,3,East Carolina,28,Virginia Tech,21,2014-09-13 12:00:00,True
321,2014,3,Ohio,14,Marshall,44,2014-09-13 12:00:00,False
322,2014,3,Missouri,38,Central Florida,10,2014-09-13 12:00:00,True
323,2014,3,Georgia Tech,42,Georgia Southern,38,2014-09-13 12:00:00,True
324,2014,3,Vanderbilt,34,Massachusetts,31,2014-09-13 12:00:00,True
325,2014,3,Syracuse,40,Central Michigan,3,2014-09-13 12:00:00,True
326,2014,3,Pittsburgh,42,Florida International,25,2014-09-13 12:00:00,True
327,2014,3,Ohio State,66,Kent State,0,2014-09-13 12:00:00,True
328,2014,3,Maryland,37,West Virginia,40,2014-09-13 12:00:00,False
329,2014,3,Marshall,44,Ohio,14,2014-09-13 12:00:00,True
330,2014,3,Louisville,21,Virginia,23,2014-09-13 12:30:00,False
331,2014,3,Virginia,23,Louisville,21,2014-09-13 12:30:00,True
332,2014,3,Air Force,48,Georgia State,38,2014-09-13 14:00:00,True
333,2014,3,Oregon,48,Wyoming,14,2014-09-13 14:00:00,True
334,2014,3,Wyoming,14,Oregon,48,2014-09-13 14:00:00,False
335,2014,3,Georgia State,38,Air Force,48,2014-09-13 14:00:00,False
336,2014,3,California-Davis,21,Colorado State,49,2014-09-13 15:00:00,False
337,2014,3,Indiana State,27,Ball State,20,2014-09-13 15:00:00,True
338,2014,3,Colorado State,49,California-Davis,21,2014-09-13 15:00:00,True
339,2014,3,Ball State,20,Indiana State,27,2014-09-13 15:00:00,False
340,2014,3,Iowa,17,Iowa State,20,2014-09-13 15:30:00,False
341,2014,3,Texas Tech,28,Arkansas,49,2014-09-13 15:30:00,False
342,2014,3,Miami (OH),10,Michigan,34,2014-09-13 15:30:00,False
343,2014,3,Kansas,3,Duke,41,2014-09-13 15:30:00,False
344,2014,3,South Florida,17,North Carolina State,49,2014-09-13 15:30:00,False
345,2014,3,Georgia,35,South Carolina,38,2014-09-13 15:30:00,False
346,2014,3,Alabama A&M,14,Alabama-Birmingham,41,2014-09-13 15:30:00,False
347,2014,3,Arkansas State,20,Miami (FL),41,2014-09-13 15:30:00,False
348,2014,3,Iowa State,20,Iowa,17,2014-09-13 15:30:00,True
349,2014,3,North Carolina State,49,South Florida,17,2014-09-13 15:30:00,True
350,2014,3,Alabama-Birmingham,41,Alabama A&M,14,2014-09-13 15:30:00,True
351,2014,3,Arkansas,49,Texas Tech,28,2014-09-13 15:30:00,True
352,2014,3,Duke,41,Kansas,3,2014-09-13 15:30:00,True
353,2014,3,Michigan,34,Miami (OH),10,2014-09-13 15:30:00,True
354,2014,3,Miami (FL),41,Arkansas State,20,2014-09-13 15:30:00,True
355,2014,3,South Carolina,38,Georgia,35,2014-09-13 15:30:00,True
356,2014,3,Mississippi State,35,South Alabama,3,2014-09-13 16:00:00,True
357,2014,3,Mississippi,56,Louisiana,15,2014-09-13 16:00:00,True
358,2014,3,Louisiana,15,Mississippi,56,2014-09-13 16:00:00,False
359,2014,3,Washington,44,Illinois,19,2014-09-13 16:00:00,True
360,2014,3,South Alabama,3,Mississippi State,35,2014-09-13 16:00:00,False
361,2014,3,Minnesota,7,Texas Christian,30,2014-09-13 16:00:00,False
362,2014,3,Texas Christian,30,Minnesota,7,2014-09-13 16:00:00,True
